Gemeinde,Year,Abschnitt,Betrag in Euro
grünburg,2017,Allgemeinbildender Unterricht,934884.24
grünburg,2017,Vorschulische Erziehung,687925.10
grünburg,2017,Berufsb. Unterricht,23526.24
grünburg,2017,Förderung des Unterrichtes,13450.62
grünburg,2017,Sport und außerschulische Leibeserziehung,8964.24
grünburg,2017,Außerschulische Jugenerziehung,841.99
grünburg,2017,Summe,1669592.43
grünburg,2018,Allgemeinbildender Unterricht,741091.05
grünburg,2018,Vorschulische Erziehung,658937.34
grünburg,2018,Sport und außerschulische Leibeserziehung,79178.51
grünburg,2018,Berufsb. Unterricht,14893.11
grünburg,2018,Förderung des Unterrichtes,13511.16
grünburg,2018,Außerschulische Jugenerziehung,571.20
grünburg,2018,Summe,1508182.37
grünburg,2019,Allgemeinbildender Unterricht,1194545.42
grünburg,2019,Vorschulische Erziehung,710590.91
grünburg,2019,Sport und außerschulische Leibeserziehung,87042.60
grünburg,2019,Förderung des Unterrichtes,15441.58
grünburg,2019,Berufsb. Unterricht,7373.91
grünburg,2019,Außerschulische Jugenerziehung,117.60
grünburg,2019,Summe,2015112.02
gschwandt,2007,Allgemeinbildender Unterricht,408222.68
gschwandt,2007,Vorschulische Erziehung,100312.70
gschwandt,2007,Sport und außerschulische Leibeserziehung,28718.75
gschwandt,2007,Förderung des Unterrichtes,26716.77
gschwandt,2007,Berufsb. Unterricht,11937.68
gschwandt,2007,Erwachsenenbildung,5322.31
gschwandt,2007,Summe,581230.89
gschwandt,2008,Allgemeinbildender Unterricht,454936.82
gschwandt,2008,Vorschulische Erziehung,151126.75
gschwandt,2008,Förderung des Unterrichtes,28718.73
gschwandt,2008,Berufsb. Unterricht,18199.12
gschwandt,2008,Sport und außerschulische Leibeserziehung,11282.57
gschwandt,2008,Erwachsenenbildung,5392.81
gschwandt,2008,Außerschulische Jugenerziehung,655.00
gschwandt,2008,Summe,670311.8
gschwandt,2009,Allgemeinbildender Unterricht,413220.69
gschwandt,2009,Vorschulische Erziehung,149494.80
gschwandt,2009,Förderung des Unterrichtes,29191.00
gschwandt,2009,Sport und außerschulische Leibeserziehung,16726.53
gschwandt,2009,Berufsb. Unterricht,14751.68
gschwandt,2009,Erwachsenenbildung,5430.93
gschwandt,2009,Außerschulische Jugenerziehung,500.00
gschwandt,2009,Summe,629315.63
gschwandt,2010,Vorschulische Erziehung,988228.64
gschwandt,2010,Allgemeinbildender Unterricht,465818.53
gschwandt,2010,Sport und außerschulische Leibeserziehung,33000.61
gschwandt,2010,Förderung des Unterrichtes,32184.99
gschwandt,2010,Berufsb. Unterricht,17361.96
gschwandt,2010,Erwachsenenbildung,4937.42
gschwandt,2010,Summe,1541532.15
gschwandt,2011,Vorschulische Erziehung,761846.00
gschwandt,2011,Allgemeinbildender Unterricht,366948.14
gschwandt,2011,Sport und außerschulische Leibeserziehung,171074.79
gschwandt,2011,Förderung des Unterrichtes,32352.85
gschwandt,2011,Berufsb. Unterricht,17411.00
gschwandt,2011,Erwachsenenbildung,5078.65
gschwandt,2011,Summe,1354711.43
gschwandt,2012,Allgemeinbildender Unterricht,436201.06
gschwandt,2012,Vorschulische Erziehung,285221.31
gschwandt,2012,Sport und außerschulische Leibeserziehung,38959.66
gschwandt,2012,Förderung des Unterrichtes,33802.57
gschwandt,2012,Berufsb. Unterricht,15682.80
gschwandt,2012,Erwachsenenbildung,5442.41
gschwandt,2012,Summe,815309.81
gschwandt,2013,Allgemeinbildender Unterricht,1062548.13
gschwandt,2013,Vorschulische Erziehung,238159.49
gschwandt,2013,Sport und außerschulische Leibeserziehung,85665.50
gschwandt,2013,Förderung des Unterrichtes,35649.21
gschwandt,2013,Berufsb. Unterricht,15133.20
gschwandt,2013,Erwachsenenbildung,5070.95
gschwandt,2013,Forschung und Wissenschaft,720.00
gschwandt,2013,Außerschulische Jugenerziehung,231.02
gschwandt,2013,Summe,1443177.5
gschwandt,2014,Allgemeinbildender Unterricht,544582.32
gschwandt,2014,Vorschulische Erziehung,231131.51
gschwandt,2014,Sport und außerschulische Leibeserziehung,58320.33
gschwandt,2014,Förderung des Unterrichtes,37971.44
gschwandt,2014,Berufsb. Unterricht,14517.50
gschwandt,2014,Erwachsenenbildung,4966.19
gschwandt,2014,Forschung und Wissenschaft,2700.00
gschwandt,2014,Außerschulische Jugenerziehung,410.31
gschwandt,2014,Summe,894599.6
gschwandt,2015,Allgemeinbildender Unterricht,342107.75
gschwandt,2015,Vorschulische Erziehung,260866.76
gschwandt,2015,Förderung des Unterrichtes,44956.47
gschwandt,2015,Sport und außerschulische Leibeserziehung,19069.10
gschwandt,2015,Berufsb. Unterricht,14988.55
gschwandt,2015,Erwachsenenbildung,5247.12
gschwandt,2015,Forschung und Wissenschaft,3420.00
gschwandt,2015,Außerschulische Jugenerziehung,0.00
gschwandt,2015,Summe,690655.75
gschwandt,2016,Allgemeinbildender Unterricht,399452.89
gschwandt,2016,Vorschulische Erziehung,299281.68
gschwandt,2016,Sport und außerschulische Leibeserziehung,124598.07
gschwandt,2016,Förderung des Unterrichtes,48060.72
gschwandt,2016,Berufsb. Unterricht,16573.55
gschwandt,2016,Erwachsenenbildung,4942.78
gschwandt,2016,Forschung und Wissenschaft,2880.00
gschwandt,2016,Summe,895789.69
gschwandt,2017,Allgemeinbildender Unterricht,352087.84
gschwandt,2017,Vorschulische Erziehung,282219.51
gschwandt,2017,Sport und außerschulische Leibeserziehung,140166.96
gschwandt,2017,Förderung des Unterrichtes,44917.90
gschwandt,2017,Berufsb. Unterricht,23467.22
gschwandt,2017,Erwachsenenbildung,4772.38
gschwandt,2017,Forschung und Wissenschaft,3060.00
gschwandt,2017,Außerschulische Jugenerziehung,497.50
gschwandt,2017,Summe,851189.31
gschwandt,2018,Vorschulische Erziehung,461991.67
gschwandt,2018,Allgemeinbildender Unterricht,458220.44
gschwandt,2018,Sport und außerschulische Leibeserziehung,46698.06
gschwandt,2018,Förderung des Unterrichtes,41460.71
gschwandt,2018,Berufsb. Unterricht,18691.88
gschwandt,2018,Erwachsenenbildung,4937.38
gschwandt,2018,Forschung und Wissenschaft,3960.00
gschwandt,2018,Außerschulische Jugenerziehung,1771.17
gschwandt,2018,Summe,1037731.31
gschwandt,2019,Allgemeinbildender Unterricht,654827.05
gschwandt,2019,Sport und außerschulische Leibeserziehung,605901.70
gschwandt,2019,Vorschulische Erziehung,315752.44
gschwandt,2019,Förderung des Unterrichtes,41173.17
gschwandt,2019,Berufsb. Unterricht,20000.59
gschwandt,2019,Erwachsenenbildung,4877.16
gschwandt,2019,Forschung und Wissenschaft,4140.00
gschwandt,2019,Außerschulische Jugenerziehung,0.00
gschwandt,2019,Summe,1646672.11
gunskirchen,2007,Vorschulische Erziehung,778649.94
gunskirchen,2007,Allgemeinbildender Unterricht,566521.28
gunskirchen,2007,Außerschulische Jugenerziehung,211611.20
gunskirchen,2007,Berufsb. Unterricht,68090.24
gunskirchen,2007,Förderung des Unterrichtes,61057.36
gunskirchen,2007,Sport und außerschulische Leibeserziehung,42946.48
gunskirchen,2007,Erwachsenenbildung,40942.83
gunskirchen,2007,Summe,1769819.33
gunskirchen,2008,Vorschulische Erziehung,779574.51
gunskirchen,2008,Allgemeinbildender Unterricht,617509.09
gunskirchen,2008,Außerschulische Jugenerziehung,196652.74
gunskirchen,2008,Berufsb. Unterricht,91088.24
gunskirchen,2008,Förderung des Unterrichtes,66237.04
gunskirchen,2008,Erwachsenenbildung,44053.83
gunskirchen,2008,Sport und außerschulische Leibeserziehung,39200.55
gunskirchen,2008,Summe,1834316
gunskirchen,2009,Allgemeinbildender Unterricht,1131917.83
gunskirchen,2009,Vorschulische Erziehung,802642.51
gunskirchen,2009,Außerschulische Jugenerziehung,235789.37
gunskirchen,2009,Berufsb. Unterricht,92132.92
gunskirchen,2009,Förderung des Unterrichtes,70132.37
gunskirchen,2009,Erwachsenenbildung,50103.18
gunskirchen,2009,Sport und außerschulische Leibeserziehung,39157.31
gunskirchen,2009,Summe,2421875.49
gunskirchen,2010,Vorschulische Erziehung,853004.73
gunskirchen,2010,Allgemeinbildender Unterricht,523476.16
gunskirchen,2010,Außerschulische Jugenerziehung,253696.35
gunskirchen,2010,Berufsb. Unterricht,101276.77
gunskirchen,2010,Sport und außerschulische Leibeserziehung,95087.25
gunskirchen,2010,Förderung des Unterrichtes,66948.47
gunskirchen,2010,Erwachsenenbildung,46333.10
gunskirchen,2010,Summe,1939822.83
gunskirchen,2011,Sport und außerschulische Leibeserziehung,1310179.85
gunskirchen,2011,Vorschulische Erziehung,906528.09
gunskirchen,2011,Allgemeinbildender Unterricht,830967.75
gunskirchen,2011,Außerschulische Jugenerziehung,282397.83
gunskirchen,2011,Berufsb. Unterricht,97299.18
gunskirchen,2011,Förderung des Unterrichtes,70549.52
gunskirchen,2011,Erwachsenenbildung,43615.22
gunskirchen,2011,Summe,3541537.44
gunskirchen,2012,Vorschulische Erziehung,1726397.89
gunskirchen,2012,Außerschulische Jugenerziehung,1360488.74
gunskirchen,2012,Allgemeinbildender Unterricht,681971.16
gunskirchen,2012,Berufsb. Unterricht,100651.90
gunskirchen,2012,Sport und außerschulische Leibeserziehung,84154.46
gunskirchen,2012,Förderung des Unterrichtes,70163.37
gunskirchen,2012,Erwachsenenbildung,46931.62
gunskirchen,2012,Summe,4070759.14
gunskirchen,2013,Vorschulische Erziehung,876993.94
gunskirchen,2013,Allgemeinbildender Unterricht,874067.65
gunskirchen,2013,Außerschulische Jugenerziehung,442797.92
gunskirchen,2013,Berufsb. Unterricht,94144.00
gunskirchen,2013,Sport und außerschulische Leibeserziehung,80718.38
gunskirchen,2013,Förderung des Unterrichtes,76620.49
gunskirchen,2013,Erwachsenenbildung,44748.51
gunskirchen,2013,Summe,2490090.89
gunskirchen,2014,Vorschulische Erziehung,1024223.69
gunskirchen,2014,Allgemeinbildender Unterricht,697618.74
gunskirchen,2014,Außerschulische Jugenerziehung,449261.67
gunskirchen,2014,Berufsb. Unterricht,85127.45
gunskirchen,2014,Förderung des Unterrichtes,84525.11
gunskirchen,2014,Sport und außerschulische Leibeserziehung,60579.94
gunskirchen,2014,Erwachsenenbildung,45342.27
gunskirchen,2014,Summe,2446678.87
gunskirchen,2015,Vorschulische Erziehung,1327515.73
gunskirchen,2015,Allgemeinbildender Unterricht,731169.14
gunskirchen,2015,Außerschulische Jugenerziehung,431255.00
gunskirchen,2015,Sport und außerschulische Leibeserziehung,117574.31
gunskirchen,2015,Berufsb. Unterricht,110685.40
gunskirchen,2015,Förderung des Unterrichtes,87141.75
gunskirchen,2015,Erwachsenenbildung,47881.61
gunskirchen,2015,Summe,2853222.94
gunskirchen,2016,Allgemeinbildender Unterricht,1725933.18
gunskirchen,2016,Vorschulische Erziehung,1106497.04
gunskirchen,2016,Außerschulische Jugenerziehung,433960.86
gunskirchen,2016,Förderung des Unterrichtes,98823.14
gunskirchen,2016,Sport und außerschulische Leibeserziehung,68878.99
gunskirchen,2016,Berufsb. Unterricht,65771.87
gunskirchen,2016,Erwachsenenbildung,63097.87
gunskirchen,2016,Summe,3562962.95
gunskirchen,2017,Vorschulische Erziehung,1875687.58
gunskirchen,2017,Allgemeinbildender Unterricht,1016006.59
gunskirchen,2017,Außerschulische Jugenerziehung,375845.37
gunskirchen,2017,Sport und außerschulische Leibeserziehung,110429.58
gunskirchen,2017,Förderung des Unterrichtes,88165.30
gunskirchen,2017,Berufsb. Unterricht,74804.58
gunskirchen,2017,Erwachsenenbildung,41750.77
gunskirchen,2017,Summe,3582689.77
gunskirchen,2018,Vorschulische Erziehung,1296567.86
gunskirchen,2018,Allgemeinbildender Unterricht,975265.85
gunskirchen,2018,Außerschulische Jugenerziehung,352196.33
gunskirchen,2018,Sport und außerschulische Leibeserziehung,211852.92
gunskirchen,2018,Förderung des Unterrichtes,118264.39
gunskirchen,2018,Berufsb. Unterricht,109365.04
gunskirchen,2018,Erwachsenenbildung,32008.96
gunskirchen,2018,Summe,3095521.35
gunskirchen,2019,Sport und außerschulische Leibeserziehung,1576808.14
gunskirchen,2019,Vorschulische Erziehung,1380636.91
gunskirchen,2019,Allgemeinbildender Unterricht,852678.46
gunskirchen,2019,Außerschulische Jugenerziehung,394150.81
gunskirchen,2019,Förderung des Unterrichtes,101458.11
gunskirchen,2019,Berufsb. Unterricht,90153.04
gunskirchen,2019,Erwachsenenbildung,34138.14
gunskirchen,2019,Summe,4430023.61
gurten,2007,Allgemeinbildender Unterricht,188840.87
gurten,2007,Vorschulische Erziehung,128524.14
gurten,2007,Berufsb. Unterricht,34575.81
gurten,2007,Sport und außerschulische Leibeserziehung,24073.13
gurten,2007,Erwachsenenbildung,600.00
gurten,2007,Summe,376613.95
gurten,2008,Vorschulische Erziehung,144058.88
gurten,2008,Allgemeinbildender Unterricht,119592.37
gurten,2008,Berufsb. Unterricht,47667.96
gurten,2008,Sport und außerschulische Leibeserziehung,18840.81
gurten,2008,Erwachsenenbildung,500.00
gurten,2008,Summe,330660.02
gurten,2009,Vorschulische Erziehung,139981.85
gurten,2009,Allgemeinbildender Unterricht,136048.65
gurten,2009,Berufsb. Unterricht,49000.46
gurten,2009,Sport und außerschulische Leibeserziehung,17209.15
gurten,2009,Erwachsenenbildung,500.00
gurten,2009,Summe,342740.11
gurten,2010,Vorschulische Erziehung,150313.16
gurten,2010,Allgemeinbildender Unterricht,129779.80
gurten,2010,Berufsb. Unterricht,46795.75
gurten,2010,Sport und außerschulische Leibeserziehung,12681.40
gurten,2010,Summe,339570.11
gurten,2011,Allgemeinbildender Unterricht,163277.03
gurten,2011,Vorschulische Erziehung,162480.01
gurten,2011,Berufsb. Unterricht,39226.00
gurten,2011,Sport und außerschulische Leibeserziehung,14025.16
gurten,2011,Summe,379008.2
gurten,2012,Vorschulische Erziehung,162154.29
gurten,2012,Allgemeinbildender Unterricht,125657.59
gurten,2012,Berufsb. Unterricht,34864.00
gurten,2012,Sport und außerschulische Leibeserziehung,18732.94
gurten,2012,Außerschulische Jugenerziehung,1500.00
gurten,2012,Erwachsenenbildung,400.00
gurten,2012,Forschung und Wissenschaft,150.00
gurten,2012,Summe,343458.82
gurten,2013,Vorschulische Erziehung,172588.19
gurten,2013,Allgemeinbildender Unterricht,116532.07
gurten,2013,Berufsb. Unterricht,33394.00
gurten,2013,Sport und außerschulische Leibeserziehung,19480.23
gurten,2013,Außerschulische Jugenerziehung,2475.00
gurten,2013,Erwachsenenbildung,400.00
gurten,2013,Forschung und Wissenschaft,0.00
gurten,2013,Summe,344869.49
gurten,2014,Allgemeinbildender Unterricht,254089.38
gurten,2014,Vorschulische Erziehung,190784.44
gurten,2014,Berufsb. Unterricht,37508.60
gurten,2014,Sport und außerschulische Leibeserziehung,17539.04
gurten,2014,Außerschulische Jugenerziehung,2700.70
gurten,2014,Erwachsenenbildung,0.00
gurten,2014,Summe,502622.16
gurten,2015,Allgemeinbildender Unterricht,320934.01
gurten,2015,Vorschulische Erziehung,211767.95
gurten,2015,Berufsb. Unterricht,48183.75
gurten,2015,Sport und außerschulische Leibeserziehung,16765.85
gurten,2015,Erwachsenenbildung,400.00
gurten,2015,Außerschulische Jugenerziehung,0.00
gurten,2015,Summe,598051.56
gurten,2016,Allgemeinbildender Unterricht,916121.65
gurten,2016,Sport und außerschulische Leibeserziehung,264917.84
gurten,2016,Vorschulische Erziehung,228457.40
gurten,2016,Berufsb. Unterricht,48930.40
gurten,2016,Außerschulische Jugenerziehung,2192.89
gurten,2016,Forschung und Wissenschaft,900.00
gurten,2016,Erwachsenenbildung,0.00
gurten,2016,Summe,1461520.18
gurten,2017,Allgemeinbildender Unterricht,492579.76
gurten,2017,Vorschulische Erziehung,245733.25
gurten,2017,Berufsb. Unterricht,55507.76
gurten,2017,Sport und außerschulische Leibeserziehung,19019.81
gurten,2017,Forschung und Wissenschaft,1600.00
gurten,2017,Außerschulische Jugenerziehung,200.00
gurten,2017,Summe,814640.58
gurten,2018,Vorschulische Erziehung,227261.16
gurten,2018,Sport und außerschulische Leibeserziehung,198341.36
gurten,2018,Allgemeinbildender Unterricht,194648.90
gurten,2018,Berufsb. Unterricht,61495.62
gurten,2018,Forschung und Wissenschaft,1500.00
gurten,2018,Erwachsenenbildung,400.00
gurten,2018,Summe,683647.04
gurten,2019,Vorschulische Erziehung,226521.19
gurten,2019,Allgemeinbildender Unterricht,214481.15
gurten,2019,Berufsb. Unterricht,56429.06
gurten,2019,Sport und außerschulische Leibeserziehung,53870.70
gurten,2019,Forschung und Wissenschaft,2300.00
gurten,2019,Außerschulische Jugenerziehung,1171.99
gurten,2019,Förderung des Unterrichtes,764.40
gurten,2019,Erwachsenenbildung,400.00
gurten,2019,Summe,555938.49
gutau,2007,Allgemeinbildender Unterricht,317955.64
gutau,2007,Vorschulische Erziehung,130588.96
gutau,2007,Sport und außerschulische Leibeserziehung,23805.63
gutau,2007,Berufsb. Unterricht,17983.51
gutau,2007,Förderung des Unterrichtes,15667.23
gutau,2007,Außerschulische Jugenerziehung,5250.00
gutau,2007,Erwachsenenbildung,3961.15
gutau,2007,Summe,515212.12
gutau,2008,Allgemeinbildender Unterricht,274499.69
gutau,2008,Vorschulische Erziehung,114100.57
gutau,2008,Sport und außerschulische Leibeserziehung,52801.08
gutau,2008,Förderung des Unterrichtes,21078.17
gutau,2008,Berufsb. Unterricht,19648.74
gutau,2008,Außerschulische Jugenerziehung,4930.75
gutau,2008,Erwachsenenbildung,2790.75
gutau,2008,Summe,489849.75
gutau,2009,Allgemeinbildender Unterricht,809313.10
gutau,2009,Sport und außerschulische Leibeserziehung,253705.56
gutau,2009,Vorschulische Erziehung,190273.59
gutau,2009,Außerschulische Jugenerziehung,55728.92
gutau,2009,Förderung des Unterrichtes,22029.82
gutau,2009,Berufsb. Unterricht,13213.24
gutau,2009,Erwachsenenbildung,2744.00
gutau,2009,Summe,1347008.23
gutau,2010,Sport und außerschulische Leibeserziehung,448059.42
gutau,2010,Allgemeinbildender Unterricht,306455.62
gutau,2010,Vorschulische Erziehung,183516.51
gutau,2010,Förderung des Unterrichtes,23604.53
gutau,2010,Außerschulische Jugenerziehung,23277.33
gutau,2010,Berufsb. Unterricht,15588.39
gutau,2010,Erwachsenenbildung,2700.00
gutau,2010,Summe,1003201.8
gutau,2011,Sport und außerschulische Leibeserziehung,861764.62
gutau,2011,Allgemeinbildender Unterricht,468411.71
gutau,2011,Vorschulische Erziehung,210199.47
gutau,2011,Außerschulische Jugenerziehung,29942.87
gutau,2011,Förderung des Unterrichtes,22676.11
gutau,2011,Berufsb. Unterricht,16959.34
gutau,2011,Erwachsenenbildung,2700.00
gutau,2011,Summe,1612654.12
gutau,2012,Allgemeinbildender Unterricht,279928.83
gutau,2012,Vorschulische Erziehung,205808.60
gutau,2012,Sport und außerschulische Leibeserziehung,60492.21
gutau,2012,Außerschulische Jugenerziehung,27164.88
gutau,2012,Förderung des Unterrichtes,24560.27
gutau,2012,Berufsb. Unterricht,16001.88
