Gemeinde,Year,View,Abschnitt,Betrag in Euro
scharnstein,2015,prokopf,Summe,2952.0989717657
scharnstein,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",686.13039748954
scharnstein,2016,prokopf,Summe,2855.042039749
scharnstein,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1440.3533959926
scharnstein,2017,prokopf,Summe,3697.0270047511
scharnstein,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",765.74966175555
scharnstein,2018,prokopf,Summe,3080.0632807636
scharnstein,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",615.58221063395
scharnstein,2019,prokopf,Summe,2951.5981411043
scharten,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",346.76151022305
scharten,2007,prokopf,Summe,1601.6292518587
scharten,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",307.69201107011
scharten,2008,prokopf,Summe,1564.3989345018
scharten,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",237.4074152154
scharten,2009,prokopf,Summe,1813.1595783685
scharten,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",252.40838947854
scharten,2010,prokopf,Summe,1695.74347485
scharten,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",278.12081763895
scharten,2011,prokopf,Summe,1858.9829122646
scharten,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",298.7064786795
scharten,2012,prokopf,Summe,2003.058436497
scharten,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",260.30959249084
scharten,2013,prokopf,Summe,1780.8838095238
scharten,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",569.51013617794
scharten,2014,prokopf,Summe,2523.0020381298
scharten,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",542.04224823322
scharten,2015,prokopf,Summe,2627.328405477
scharten,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",352.78967357742
scharten,2016,prokopf,Summe,2131.7374680194
scharten,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",386.03837451235
scharten,2017,prokopf,Summe,2348.0114174252
scharten,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",371.90872557726
scharten,2018,prokopf,Summe,2752.0401820604
scharten,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",365.81303786192
scharten,2019,prokopf,Summe,3359.5512783964
schenkenfelden,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",234.48181643132
schenkenfelden,2007,prokopf,Summe,1720.8144929397
schenkenfelden,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",341.41628369705
schenkenfelden,2008,prokopf,Summe,2970.8047432606
schenkenfelden,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",239.57923913043
schenkenfelden,2009,prokopf,Summe,3097.991713555
schenkenfelden,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",168.74870988447
schenkenfelden,2010,prokopf,Summe,2692.7105263158
schenkenfelden,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",440.49015463918
schenkenfelden,2011,prokopf,Summe,2377.7004123711
schenkenfelden,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",296.26397786458
schenkenfelden,2012,prokopf,Summe,2298.1616536458
schenkenfelden,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",191.93738651102
schenkenfelden,2013,prokopf,Summe,2297.3593255512
schenkenfelden,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",205.23083916084
schenkenfelden,2014,prokopf,Summe,2252.4370375079
schenkenfelden,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",254.32519181586
schenkenfelden,2015,prokopf,Summe,2536.8947762148
schenkenfelden,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",269.43402392947
schenkenfelden,2016,prokopf,Summe,2696.842034005
schenkenfelden,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",247.57062618596
schenkenfelden,2017,prokopf,Summe,2479.3013219481
schenkenfelden,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",236.70134480561
schenkenfelden,2018,prokopf,Summe,2207.902581262
schenkenfelden,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",251.39800882168
schenkenfelden,2019,prokopf,Summe,2135.3623755514
schiedlberg,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",258.63922770701
schiedlberg,2007,prokopf,Summe,1476.644156051
schiedlberg,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",351.82487570168
schiedlberg,2008,prokopf,Summe,1585.277914996
schiedlberg,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",312.19862124899
schiedlberg,2009,prokopf,Summe,1702.9224655312
schiedlberg,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",531.57361155698
schiedlberg,2010,prokopf,Summe,1820.6081861958
schiedlberg,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",433.55175850891
schiedlberg,2011,prokopf,Summe,1813.9155672609
schiedlberg,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",407.39394607843
schiedlberg,2012,prokopf,Summe,2098.9291911765
schiedlberg,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",531.94192465192
schiedlberg,2013,prokopf,Summe,2045.8742751843
schiedlberg,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",534.88686322686
schiedlberg,2014,prokopf,Summe,1975.4340786241
schiedlberg,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",604.01134266886
schiedlberg,2015,prokopf,Summe,2550.671383855
schiedlberg,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",525.2682137031
schiedlberg,2016,prokopf,Summe,2119.0882463295
schiedlberg,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",403.67515347334
schiedlberg,2017,prokopf,Summe,2908.0324151858
schiedlberg,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",454.14290849673
schiedlberg,2018,prokopf,Summe,2447.9544607843
schiedlberg,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",620.22491789819
schiedlberg,2019,prokopf,Summe,2432.1435385878
schildorn,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",331.82196025294
schildorn,2007,prokopf,Summe,1463.1639114724
schildorn,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",321.21439201452
schildorn,2008,prokopf,Summe,2107.3023774955
schildorn,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",530.52354609929
schildorn,2009,prokopf,Summe,2254.8431826241
schildorn,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",356.62026223776
schildorn,2010,prokopf,Summe,1909.0313111888
schildorn,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",452.55160427807
schildorn,2011,prokopf,Summe,1926.3040017825
schildorn,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",599.62238954013
schildorn,2012,prokopf,Summe,2031.7533633904
schildorn,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",690.26520595968
schildorn,2013,prokopf,Summe,2130.2915249781
schildorn,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",479.28488734835
schildorn,2014,prokopf,Summe,1990.1903639515
schildorn,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",439.5768537415
schildorn,2015,prokopf,Summe,1912.1602210884
schildorn,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",456.79475711893
schildorn,2016,prokopf,Summe,2086.5579396985
schildorn,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",468.78053104575
schildorn,2017,prokopf,Summe,2731.5677859477
schildorn,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",347.89770986145
schildorn,2018,prokopf,Summe,2145.8415403423
schildorn,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",335.2437037037
schildorn,2019,prokopf,Summe,2009.4858353909
schlatt,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",161.65239322533
schlatt,2007,prokopf,Summe,1298.0717010309
schlatt,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",170.52595255745
schlatt,2008,prokopf,Summe,1877.116716086
schlatt,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",189.23677753141
schlatt,2009,prokopf,Summe,2326.7261123429
schlatt,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",188.5074534624
schlatt,2010,prokopf,Summe,1592.2673938943
schlatt,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",189.40462934947
schlatt,2011,prokopf,Summe,1524.648698941
schlatt,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",183.05767319277
schlatt,2012,prokopf,Summe,1778.5306777108
schlatt,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",177.37530075188
schlatt,2013,prokopf,Summe,1768.6327368421
schlatt,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",186.63329268293
schlatt,2014,prokopf,Summe,1860.4903277439
schlatt,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",192.85078416149
schlatt,2015,prokopf,Summe,1866.2815062112
schlatt,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",172.3496744186
schlatt,2016,prokopf,Summe,1882.8445658915
schlatt,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",182.66289398281
schlatt,2017,prokopf,Summe,1924.314025788
schlatt,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",196.1035954253
schlatt,2018,prokopf,Summe,2186.1425303788
schlatt,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",248.17622076023
schlatt,2019,prokopf,Summe,2611.0242397661
schleißheim,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",155.06872495446
schleißheim,2007,prokopf,Summe,2139.9137978142
schleißheim,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",182.02761946903
schleißheim,2008,prokopf,Summe,1697.0188938053
schleißheim,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",221.88288677615
schleißheim,2009,prokopf,Summe,2226.2612359551
schleißheim,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",693.975225
schleißheim,2010,prokopf,Summe,2425.9368333333
schleißheim,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",608.16790754258
schleißheim,2011,prokopf,Summe,2141.3987429035
schleißheim,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",455.40477235772
schleißheim,2012,prokopf,Summe,2066.1035284553
schleißheim,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",328.11032154341
schleißheim,2013,prokopf,Summe,2154.425192926
schleißheim,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",355.16447900467
schleißheim,2014,prokopf,Summe,2031.0955054432
schleißheim,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",950.53514637904
schleißheim,2015,prokopf,Summe,2603.1514483821
schleißheim,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",805.7319054878
schleißheim,2016,prokopf,Summe,2673.3972179878
schleißheim,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",902.56686656672
schleißheim,2017,prokopf,Summe,2874.8750149925
schleißheim,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1016.8996256299
schleißheim,2018,prokopf,Summe,2802.7855147588
schleißheim,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",873.83848506401
schleißheim,2019,prokopf,Summe,2640.1081721195
schlierbach,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",223.53926775956
schlierbach,2007,prokopf,Summe,2298.5764153005
schlierbach,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",242.62078068264
schlierbach,2008,prokopf,Summe,2219.4680501089
schlierbach,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",268.97560818084
schlierbach,2009,prokopf,Summe,2601.8102188733
schlierbach,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",238.39681438431
schlierbach,2010,prokopf,Summe,2192.9237014166
schlierbach,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",254.97224231465
schlierbach,2011,prokopf,Summe,2507.6228607595
schlierbach,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",252.3710746484
schlierbach,2012,prokopf,Summe,2569.3520952038
schlierbach,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",273.70367567568
schlierbach,2013,prokopf,Summe,3106.469636036
schlierbach,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",286.62106595365
schlierbach,2014,prokopf,Summe,3329.6271122995
schlierbach,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",324.43431289641
schlierbach,2015,prokopf,Summe,2084.1369978858
schlierbach,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",340.63063436738
schlierbach,2016,prokopf,Summe,2069.1465911467
schlierbach,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",310.27431960921
schlierbach,2017,prokopf,Summe,2159.3528053036
schlierbach,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",482.70319104269
schlierbach,2018,prokopf,Summe,2437.4115990203
schlierbach,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",804.31003483107
schlierbach,2019,prokopf,Summe,3106.9337826541
schönau-im-mühlkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",256.38199575372
schönau-im-mühlkreis,2007,prokopf,Summe,1741.8119002123
schönau-im-mühlkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",388.83238322718
schönau-im-mühlkreis,2008,prokopf,Summe,1738.9456369427
schönau-im-mühlkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",526.16102522813
schönau-im-mühlkreis,2009,prokopf,Summe,2423.396044015
schönau-im-mühlkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",345.69170705439
schönau-im-mühlkreis,2010,prokopf,Summe,2396.7177329025
schönau-im-mühlkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",266.27128381963
schönau-im-mühlkreis,2011,prokopf,Summe,1834.0228275862
schönau-im-mühlkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",222.52498937301
schönau-im-mühlkreis,2012,prokopf,Summe,2089.5723538789
schönau-im-mühlkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",234.93625065824
schönau-im-mühlkreis,2013,prokopf,Summe,1680.6494207478
schönau-im-mühlkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",263.25610731194
schönau-im-mühlkreis,2014,prokopf,Summe,1834.8619516044
schönau-im-mühlkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",263.0271443406
schönau-im-mühlkreis,2015,prokopf,Summe,2328.5961007269
schönau-im-mühlkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",307.14486403284
schönau-im-mühlkreis,2016,prokopf,Summe,2768.5159722935
schönau-im-mühlkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",322.28437434828
schönau-im-mühlkreis,2017,prokopf,Summe,2969.0404483837
schönau-im-mühlkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",297.63838742916
schönau-im-mühlkreis,2018,prokopf,Summe,2260.7580731582
schönau-im-mühlkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",349.4676552078
schönau-im-mühlkreis,2019,prokopf,Summe,2391.315079528
schörfling-am-attersee,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",183.19372655008
schörfling-am-attersee,2007,prokopf,Summe,1685.2900572337
schörfling-am-attersee,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",259.251224361
schörfling-am-attersee,2008,prokopf,Summe,1857.0125118334
schörfling-am-attersee,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",282.02402473834
schörfling-am-attersee,2009,prokopf,Summe,2086.5133935934
schörfling-am-attersee,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",436.83063009404
schörfling-am-attersee,2010,prokopf,Summe,2491.8393887147
schörfling-am-attersee,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",230.74747062461
schörfling-am-attersee,2011,prokopf,Summe,2319.6643692022
schörfling-am-attersee,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",294.076049922
schörfling-am-attersee,2012,prokopf,Summe,2412.0786458658
schörfling-am-attersee,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",240.34207377557
schörfling-am-attersee,2013,prokopf,Summe,2262.5910601364
schörfling-am-attersee,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",361.30837388358
schörfling-am-attersee,2014,prokopf,Summe,2233.0471912535
schörfling-am-attersee,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",598.36049430797
schörfling-am-attersee,2015,prokopf,Summe,2666.190014979
schörfling-am-attersee,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1005.5811583924
schörfling-am-attersee,2016,prokopf,Summe,3280.0803782506
schörfling-am-attersee,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",995.1384
schörfling-am-attersee,2017,prokopf,Summe,3392.0431124088
schörfling-am-attersee,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",968.3423327516
schörfling-am-attersee,2018,prokopf,Summe,2982.4191448517
schörfling-am-attersee,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",658.41702515178
schörfling-am-attersee,2019,prokopf,Summe,2905.3931830009
schwand-im-innkreis,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",197.78332134293
schwand-im-innkreis,2007,prokopf,Summe,1542.4952038369
schwand-im-innkreis,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",189.9151022864
schwand-im-innkreis,2008,prokopf,Summe,1810.4464019254
schwand-im-innkreis,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",177.71871886121
schwand-im-innkreis,2009,prokopf,Summe,1830.7574495848
schwand-im-innkreis,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",173.13844444444
schwand-im-innkreis,2010,prokopf,Summe,1902.255754386
schwand-im-innkreis,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",181.63099415205
schwand-im-innkreis,2011,prokopf,Summe,1678.0944210526
schwand-im-innkreis,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",176.92161142857
schwand-im-innkreis,2012,prokopf,Summe,1758.2647771429
schwand-im-innkreis,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",235.37787844037
schwand-im-innkreis,2013,prokopf,Summe,1893.6566399083
schwand-im-innkreis,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",265.68043181818
schwand-im-innkreis,2014,prokopf,Summe,1775.6513522727
schwand-im-innkreis,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",279.76244419643
schwand-im-innkreis,2015,prokopf,Summe,1886.2949888393
schwand-im-innkreis,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",213.83938997821
schwand-im-innkreis,2016,prokopf,Summe,1769.0701198257
schwand-im-innkreis,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",424.66165437302
schwand-im-innkreis,2017,prokopf,Summe,2085.2885247629
schwand-im-innkreis,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",243.30132716049
schwand-im-innkreis,2018,prokopf,Summe,1892.2867078189
schwand-im-innkreis,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",262.95735943775
schwand-im-innkreis,2019,prokopf,Summe,2188.3118373494
schwanenstadt,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1041.2996161997
schwanenstadt,2007,prokopf,Summe,3072.7288462444
schwanenstadt,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",567.2777187206
schwanenstadt,2008,prokopf,Summe,2797.2595484478
schwanenstadt,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",562.33038734058
schwanenstadt,2009,prokopf,Summe,3146.8202881436
schwanenstadt,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",401.51014472123
schwanenstadt,2010,prokopf,Summe,2791.2378434164
schwanenstadt,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1397.6393971546
schwanenstadt,2011,prokopf,Summe,3657.141314203
schwanenstadt,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",374.49760932945
schwanenstadt,2012,prokopf,Summe,2816.6975315841
schwanenstadt,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",377.57457861015
schwanenstadt,2013,prokopf,Summe,3073.7619935929
schwanenstadt,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",443.86361954108
schwanenstadt,2014,prokopf,Summe,3415.3055070318
schwanenstadt,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1609.3974127557
schwanenstadt,2015,prokopf,Summe,4328.9915836342
schwanenstadt,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",2402.469094525
schwanenstadt,2016,prokopf,Summe,5027.0383598503
schwanenstadt,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",683.66899574669
schwanenstadt,2017,prokopf,Summe,3531.756852552
schwanenstadt,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",662.40199577861
schwanenstadt,2018,prokopf,Summe,3378.2664681051
schwanenstadt,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",1458.5772095672
schwanenstadt,2019,prokopf,Summe,4848.4479567198
schwarzenberg-am-böhmerwald,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",150.44035820896
schwarzenberg-am-böhmerwald,2007,prokopf,Summe,2619.5560597015
schwarzenberg-am-böhmerwald,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",160.50268072289
schwarzenberg-am-böhmerwald,2008,prokopf,Summe,2981.3763554217
schwarzenberg-am-böhmerwald,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",171.43100609756
schwarzenberg-am-böhmerwald,2009,prokopf,Summe,2495.7858231707
schwarzenberg-am-böhmerwald,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",231.2055226209
schwarzenberg-am-böhmerwald,2010,prokopf,Summe,2375.1096723869
schwarzenberg-am-böhmerwald,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",180.11516431925
schwarzenberg-am-böhmerwald,2011,prokopf,Summe,3032.8541784038
schwarzenberg-am-böhmerwald,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",174.5437833595
schwarzenberg-am-böhmerwald,2012,prokopf,Summe,3610.7544427002
schwarzenberg-am-böhmerwald,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",203.94588235294
schwarzenberg-am-böhmerwald,2013,prokopf,Summe,2552.5733386328
schwarzenberg-am-böhmerwald,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",220.63626794258
schwarzenberg-am-böhmerwald,2014,prokopf,Summe,3255.1475917065
schwarzenberg-am-böhmerwald,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",261.83610852713
schwarzenberg-am-böhmerwald,2015,prokopf,Summe,2902.3371937984
schwarzenberg-am-böhmerwald,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",201.04040944882
schwarzenberg-am-böhmerwald,2016,prokopf,Summe,2783.4354645669
schwarzenberg-am-böhmerwald,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",210.74929553265
schwarzenberg-am-böhmerwald,2017,prokopf,Summe,3531.3973195876
schwarzenberg-am-böhmerwald,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",311.71284452297
schwarzenberg-am-böhmerwald,2018,prokopf,Summe,3418.595459364
schwarzenberg-am-böhmerwald,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",205.01337954939
schwarzenberg-am-böhmerwald,2019,prokopf,Summe,3966.2346967071
schwertberg,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",221.86401942117
schwertberg,2007,prokopf,Summe,2085.0913442498
schwertberg,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",245.57639259824
schwertberg,2008,prokopf,Summe,2705.7398988936
schwertberg,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",449.01011721752
schwertberg,2009,prokopf,Summe,2336.3346963874
schwertberg,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",337.82082492236
schwertberg,2010,prokopf,Summe,2077.0135986025
schwertberg,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",368.61998046112
schwertberg,2011,prokopf,Summe,2338.856346229
schwertberg,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",288.13319344134
schwertberg,2012,prokopf,Summe,2291.664479797
schwertberg,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",254.30799687317
schwertberg,2013,prokopf,Summe,2254.9128551886
schwertberg,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",253.79648544438
schwertberg,2014,prokopf,Summe,2433.9202891845
schwertberg,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",330.48912808642
schwertberg,2015,prokopf,Summe,2579.573913966
schwertberg,2016,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",316.73019781462
schwertberg,2016,prokopf,Summe,2736.6724736247
schwertberg,2017,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",576.70098818676
schwertberg,2017,prokopf,Summe,3192.5817944872
schwertberg,2018,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",757.46822926375
schwertberg,2018,prokopf,Summe,3567.2005293569
schwertberg,2019,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",657.08976691302
schwertberg,2019,prokopf,Summe,3422.2433882888
seewalchen-am-attersee,2007,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",127.15206399368
seewalchen-am-attersee,2007,prokopf,Summe,1616.4284159589
seewalchen-am-attersee,2008,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",143.39581892364
seewalchen-am-attersee,2008,prokopf,Summe,1718.5689508452
seewalchen-am-attersee,2009,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",173.023603708
seewalchen-am-attersee,2009,prokopf,Summe,1646.8367149479
seewalchen-am-attersee,2010,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",192.39845285906
seewalchen-am-attersee,2010,prokopf,Summe,1855.1014075349
seewalchen-am-attersee,2011,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",314.18230419977
seewalchen-am-attersee,2011,prokopf,Summe,1852.7139935679
seewalchen-am-attersee,2012,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",365.24454837491
seewalchen-am-attersee,2012,prokopf,Summe,2052.0449848828
seewalchen-am-attersee,2013,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",401.1069430833
seewalchen-am-attersee,2013,prokopf,Summe,2044.1301903505
seewalchen-am-attersee,2014,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",445.67096985583
seewalchen-am-attersee,2014,prokopf,Summe,2104.278034076
seewalchen-am-attersee,2015,prokopf,"Unterricht, Erziehung, Sport und Wissenschaft",362.6666273498
seewalchen-am-attersee,2015,prokopf,Summe,2326.3790066347
